MainVertexSeq,VertexID,X,Y,Z,VertexDepth,MeshScalar
122,3492,12.505,37.2897,-11.3921,1,102
122,3679,11.52,37.4229,-10.3949,1,100.167
122,3680,12.3957,37.4706,-10.5317,1,102.5
122,3678,10.5921,37.3947,-10.3147,2,99.8333
122,3677,9.64222,37.3776,-10.2676,1,99.3333
122,3688,10.323,37.6719,-9.59105,1,102
122,3689,11.2948,37.6847,-9.64028,1,101.667
123,3550,8.73209,4.3731,-10.0142,0,110.4
123,3550,8.73209,4.3731,-10.0142,3,110.4
123,3549,9.15346,3.95049,-9.61491,2,112
123,3548,9.48889,4.23237,-10.3011,1,112.667
123,3552,10.1015,3.69348,-9.80895,1,110.75
123,3747,8.38671,4.15974,-9.44825,1,110
123,3748,8.54081,3.80721,-8.98458,1,107.6
123,3750,9.20039,3.57225,-9.01547,1,105.333
123,3367,8.85636,4.77163,-10.7386,2,113.125
123,3366,9.13799,5.11398,-11.5049,1,113.8
123,3363,8.33067,5.39216,-11.3206,1,111.75
123,3364,7.81726,5.03245,-10.3954,1,116.333
123,3179,9.96017,4.81809,-11.6783,1,119.143
123,3368,9.92375,4.47339,-11.0383,1,108.167
123,3557,7.86377,4.56898,-9.73449,1,108.857
124,3558,5.51306,6.10886,-10.3772,0,112.167
124,3558,5.51306,6.10886,-10.3772,3,112.167
124,3559,5.29057,5.81391,-9.81784,2,108.5
124,3560,4.77503,6.07649,-9.88408,1,112.333
124,3562,5.78467,5.61812,-9.85347,1,105.667
124,3751,5.16957,5.42986,-9.22397,1,112.125
124,3561,6.25139,5.82772,-10.4524,2,103.333
124,3556,6.41772,5.37946,-9.92811,1,109.2
124,3554,6.987,5.41238,-10.3602,1,109
124,3371,6.76268,5.97488,-11.0281,1,108.333
124,3377,6.05805,6.31756,-11.053,1,108
124,3376,4.96397,6.5839,-10.7364,2,117.5
124,3375,5.16788,6.99483,-11.4676,1,116.4
124,3372,4.39862,7.14347,-11.2096,1,115.333
124,3373,3.89454,6.82561,-10.4489,1,114.5
124,3187,6.04464,6.73,-11.6779,1,115.429
124,3568,4.00228,6.38617,-9.87596,1,111.833
125,3559,5.29057,5.81391,-9.81784,0,108.5
125,3559,5.29057,5.81391,-9.81784,3,108.5
125,3558,5.51306,6.10886,-10.3772,2,112.167
125,3560,4.77503,6.07649,-9.88408,1,112.333
125,3561,6.25139,5.82772,-10.4524,1,103.333
125,3562,5.78467,5.61812,-9.85347,1,105.667
125,3376,4.96397,6.5839,-10.7364,1,117.5
125,3377,6.05805,6.31756,-11.053,1,108
125,3751,5.16957,5.42986,-9.22397,2,112.125
125,3752,4.97556,5.02051,-8.54297,1,114.333
125,3753,4.4271,5.43671,-8.79099,1,114
125,3754,6.0247,5.1778,-9.40117,1,111.2
125,3755,5.94613,4.75354,-8.76092,1,112
125,3760,4.21517,5.85526,-9.24629,1,111.833
126,3677,9.64222,37.3776,-10.2676,0,99.3333
126,3677,9.64222,37.3776,-10.2676,3,99.3333
126,3488,8.98695,37.1038,-10.9487,2,99.1667
126,3300,8.4183,36.8511,-11.6161,1,101.4
126,3301,9.22712,36.8853,-11.7182,1,99.8333
126,3487,8.02608,37.0477,-10.9564,1,99.8333
126,3489,9.90133,37.1317,-11.0063,1,98
126,3676,8.6685,37.3554,-10.2508,1,98.3333
126,3678,10.5921,37.3947,-10.3147,2,99.8333
126,3490,10.8096,37.1657,-11.0824,1,98.3333
126,3679,11.52,37.4229,-10.3949,1,100.167
126,3688,10.323,37.6719,-9.59105,1,102
126,3689,11.2948,37.6847,-9.64028,1,101.667
126,3687,9.33897,37.6641,-9.5701,2,100.667
126,3686,8.35122,37.6574,-9.55672,1,99.1667
126,3879,9.02063,37.984,-8.89041,1,98.3333
126,3880,10.0145,37.9817,-8.89964,1,100.167
127,3678,10.5921,37.3947,-10.3147,0,99.8333
127,3678,10.5921,37.3947,-10.3147,3,99.8333
127,3489,9.90133,37.1317,-11.0063,2,98
127,3301,9.22712,36.8853,-11.7182,1,99.8333
127,3302,10.118,36.9419,-11.7747,1,98.6667
127,3488,8.98695,37.1038,-10.9487,1,99.1667
127,3490,10.8096,37.1657,-11.0824,1,98.3333
127,3677,9.64222,37.3776,-10.2676,1,99.3333
127,3679,11.52,37.4229,-10.3949,2,100.167
127,3491,11.681,37.2136,-11.2077,1,98.8333
127,3680,12.3957,37.4706,-10.5317,1,102.5
127,3689,11.2948,37.6847,-9.64028,1,101.667
127,3690,12.2583,37.7129,-9.74065,1,102.833
127,3688,10.323,37.6719,-9.59105,2,102
127,3687,9.33897,37.6641,-9.5701,1,100.667
127,3880,10.0145,37.9817,-8.89964,1,100.167
127,3881,11.001,37.9846,-8.92446,1,101
128,3687,9.33897,37.6641,-9.5701,0,100.667
128,3687,9.33897,37.6641,-9.5701,3,100.667
128,3676,8.6685,37.3554,-10.2508,2,98.3333
128,3487,8.02608,37.0477,-10.9564,1,99.8333
128,3488,8.98695,37.1038,-10.9487,1,99.1667
128,3675,7.69692,37.3281,-10.2348,1,98.8333
128,3677,9.64222,37.3776,-10.2676,1,99.3333
128,3686,8.35122,37.6574,-9.55672,1,99.1667
128,3688,10.323,37.6719,-9.59105,2,102
128,3678,10.5921,37.3947,-10.3147,1,99.8333
128,3689,11.2948,37.6847,-9.64028,1,101.667
128,3880,10.0145,37.9817,-8.89964,1,100.167
128,3881,11.001,37.9846,-8.92446,1,101
128,3879,9.02063,37.984,-8.89041,2,98.3333
128,3878,8.02844,37.9951,-8.8735,1,99
128,4079,8.69652,38.3269,-8.22482,1,98.5
128,4080,9.69497,38.3124,-8.22588,1,98.5
129,3688,10.323,37.6719,-9.59105,0,102
129,3688,10.323,37.6719,-9.59105,3,102
129,3677,9.64222,37.3776,-10.2676,2,99.3333
129,3488,8.98695,37.1038,-10.9487,1,99.1667
129,3489,9.90133,37.1317,-11.0063,1,98
129,3676,8.6685,37.3554,-10.2508,1,98.3333
129,3678,10.5921,37.3947,-10.3147,1,99.8333
129,3687,9.33897,37.6641,-9.5701,1,100.667
129,3689,11.2948,37.6847,-9.64028,2,101.667
129,3679,11.52,37.4229,-10.3949,1,100.167
129,3690,12.2583,37.7129,-9.74065,1,102.833
129,3881,11.001,37.9846,-8.92446,1,101
129,3882,11.975,37.9949,-8.98635,1,100.167
129,3880,10.0145,37.9817,-8.89964,2,100.167
129,3879,9.02063,37.984,-8.89041,1,98.3333
129,4080,9.69497,38.3124,-8.22588,1,98.5
129,4081,10.6857,38.3087,-8.23349,1,99.6667
130,3747,8.38671,4.15974,-9.44825,0,110
130,3747,8.38671,4.15974,-9.44825,3,110
130,3748,8.54081,3.80721,-8.98458,2,107.6
130,3749,7.81416,4.04615,-8.89228,1,105.667
130,3549,9.15346,3.95049,-9.61491,1,112
130,3750,9.20039,3.57225,-9.01547,1,105.333
130,3941,8.2987,3.45182,-8.22764,1,107.625
130,3550,8.73209,4.3731,-10.0142,2,110.4
130,3548,9.48889,4.23237,-10.3011,1,112.667
130,3367,8.85636,4.77163,-10.7386,1,113.125
130,3557,7.86377,4.56898,-9.73449,1,108.857
131,3749,7.81416,4.04615,-8.89228,0,105.667
131,3749,7.81416,4.04615,-8.89228,3,105.667
131,3748,8.54081,3.80721,-8.98458,2,107.6
131,3747,8.38671,4.15974,-9.44825,1,110
131,3549,9.15346,3.95049,-9.61491,1,112
131,3750,9.20039,3.57225,-9.01547,1,105.333
131,3941,8.2987,3.45182,-8.22764,1,107.625
131,3557,7.86377,4.56898,-9.73449,2,108.857
131,3364,7.81726,5.03245,-10.3954,1,116.333
131,3555,6.91342,4.91033,-9.6015,1,114.857
131,3550,8.73209,4.3731,-10.0142,1,110.4
131,3367,8.85636,4.77163,-10.7386,1,113.125
131,3756,6.99773,4.41312,-8.93077,1,108
131,3951,7.26911,3.86764,-8.2684,2,108.167
131,3948,6.3945,4.16861,-8.18485,1,111.5
131,3952,6.59138,3.67675,-7.54642,1,109.571
131,3943,7.50712,3.44235,-7.7307,1,109.2
132,3751,5.16957,5.42986,-9.22397,0,112.125
132,3751,5.16957,5.42986,-9.22397,3,112.125
132,3752,4.97556,5.02051,-8.54297,2,114.333
132,3753,4.4271,5.43671,-8.79099,1,114
132,3755,5.94613,4.75354,-8.76092,1,112
132,3953,4.18434,5.18659,-8.29617,1,115
132,3954,4.39205,4.8254,-7.90571,1,111.4
132,3956,5.0363,4.59764,-7.97503,1,107.667
132,3754,6.0247,5.1778,-9.40117,2,111.2
132,3556,6.41772,5.37946,-9.92811,1,109.2
